Control_Family,Control_ID,Control_Name,Control_Statement,Discussion,Related_Controls,Privacy_Baseline,Security_Baseline_Low,Security_Baseline_Moderate,Security_Baseline_High,Reference,Is_Enhancement,Base_Control_ID
SC,SC-04(01),SECURITY LEVELS,[Incorporated into SC-4],,,,,,,,True,SC-04
SC,SC-04(02),MULTILEVEL OR PERIODS PROCESSING,"Prevent unauthorized information transfer via shared resources in accordance with [Assignment: organization-defined procedures] when system processing explicitly switches between different information classification levels or security categories.
",Changes in processing levels can occur during multilevel or periods processing with information at different classification levels or security categories. It can also occur during serial reuse of hardware components at different classification levels. Organization-defined procedures can include approved sanitization processes for electronically stored information.,,,,,,,True,SC-04
SC,SC-05,DENIAL-OF-SERVICE PROTECTION,"a.  [Selection (one): Protect against; Limit] the effects of the following types of denial-of-service events: [Assignment: organization-defined types of denial-of-service events]; and
b.  Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event].
","Denial-of-service events may occur due to a variety of internal and external causes, such as an attack by an adversary or a lack of planning to support organizational needs with respect to capacity and bandwidth. Such attacks can occur across a wide range of network protocols (e.g., IPv4, IPv6). A variety of technologies are available to limit or eliminate the origination and effects of denial-of-service events. For example, boundary protection devices can filter certain types of packets to protect system components on internal networks from being directly affected by or the source of denial-of-service attacks. Employing increased network capacity and bandwidth combined with service redundancy also reduces the susceptibility to denial-of-service events.","CP-02, IR-04, SC-06, SC-07, SC-40",,x,x,x,"SP 800-189: Sriram K, Montgomery D (2019) Resilient Interdomain Traffic Exchange: BGP Security and DDoS Mitigation. (National Institute of Standards and Technology, Gaithersburg, MD), NIST Special Publication (SP) 800-189.",False,SC-05
SC,SC-05(01),RESTRICT ABILITY TO ATTACK OTHER SYSTEMS,"Restrict the ability of individuals to launch the following denial-of-service attacks against other systems: [Assignment: organization-defined denial-of-service attacks].
","Restricting the ability of individuals to launch denial-of-service attacks requires the mechanisms commonly used for such attacks to be unavailable. Individuals of concern include hostile insiders or external adversaries who have breached or compromised the system and are using it to launch a denial-of-service attack. Organizations can restrict the ability of individuals to connect and transmit arbitrary information on the transport medium (i.e., wired networks, wireless networks, spoofed Internet protocol packets). Organizations can also limit the ability of individuals to use excessive system resources. Protection against individuals having the ability to launch denial-of-service attacks may be implemented on specific systems or boundary devices that prohibit egress to potential target systems.",,,,,,,True,SC-05
SC,SC-05(02),"CAPACITY, BANDWIDTH, AND REDUNDANCY","Manage capacity, bandwidth, or other redundancy to limit the effects of information flooding denial-of-service attacks.
","Managing capacity ensures that sufficient capacity is available to counter flooding attacks. Managing capacity includes establishing selected usage priorities, quotas, partitioning, or load balancing.",,,,,,,True,SC-05
SC,SC-05(03),DETECTION AND MONITORING,"a.  Employ the following monitoring tools to detect indicators of denial-of-service attacks against, or launched from, the system: [Assignment: organization-defined monitoring tools]; and
b.  Monitor the following system resources to determine if sufficient resources exist to prevent effective denial-of-service attacks: [Assignment: organization-defined system resources].
","Organizations consider the utilization and capacity of system resources when managing risk associated with a denial of service due to malicious attacks. Denial-of-service attacks can originate from external or internal sources. System resources that are sensitive to denial of service include physical disk storage, memory, and CPU cycles. Techniques used to prevent denial-of-service attacks related to storage utilization and capacity include instituting disk quotas, configuring systems to automatically alert administrators when specific storage capacity thresholds are reached, using file compression technologies to maximize available storage space, and imposing separate partitions for system and user data.","CA-07, SI-04",,,,,,True,SC-05
SC,SC-06,RESOURCE AVAILABILITY,"Protect the availability of resources by allocating [Assignment: organization-defined resources] by [Selection (one or more): priority; quota; [Assignment: organization-defined controls]].
",Priority protection prevents lower-priority processes from delaying or interfering with the system that services higher-priority processes. Quotas prevent users or processes from obtaining more than predetermined amounts of resources.,SC-05,,,,,"DHS TIC: Department of Homeland Security, Trusted Internet Connections (TIC).",False,SC-06
SC,SC-07,BOUNDARY PROTECTION,"a.  Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
b.  Implement subnetworks for publicly accessible system components that are [Selection (one): physically; logically] separated from internal organizational networks; and
c.  Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.
","Managed interfaces include gateways, routers, firewalls, guards, network-based malicious code analysis, virtualization systems, or encrypted tunnels implemented within a security architecture. Subnetworks that are physically or logically separated from internal networks are referred to as demilitarized zones or DMZs. Restricting or prohibiting interfaces within organizational systems includes restricting external web traffic to designated web servers within managed interfaces, prohibiting external traffic that appears to be spoofing internal addresses, and prohibiting internal traffic that appears to be spoofing external addresses. SP 800-189 provides additional information on source address validation techniques to prevent ingress and egress of traffic with spoofed addresses. Commercial telecommunications services are provided by network components and consolidated management systems shared by customers. These services may also include third party-provided access lines and other service elements. Such services may represent sources of increased risk despite contract security provisions. Boundary protection may be implemented as a common control for all or part of an organizational network such that the boundary to be protected is greater than a system-specific boundary (i.e., an authorization boundary).","AC-04, AC-17, AC-18, AC-19, AC-20, AU-13, CA-03, CM-02, CM-04, CM-07, CM-10, CP-08, CP-10, IR-04, MA-04, PE-03, PL-08, PM-12, SA-08, SA-17, SC-05, SC-26, SC-32, SC-35, SC-43",,x,x,x,"FIPS 199: National Institute of Standards and Technology (2004) Standards for Security Categorization of Federal Information and Information Systems. (U.S. Department of Commerce, Washington, D.C.), Federal Information Processing Standards Publication (FIPS) 199.",False,SC-07
SC,SC-07(01),PHYSICALLY SEPARATED SUBNETWORKS,[Incorporated into SC-7],,,,,,,,True,SC-07
SC,SC-07(02),PUBLIC ACCESS,[Incorporated into SC-7],,,,,,,,True,SC-07
SC,SC-07(03),ACCESS POINTS,"Limit the number of external network connections to the system.
","Limiting the number of external network connections facilitates monitoring of inbound and outbound communications traffic. The Trusted Internet Connection DHS TIC initiative is an example of a federal guideline that requires limits on the number of external network connections. Limiting the number of external network connections to the system is  important during transition periods from older to newer technologies (e.g., transitioning from IPv4 to IPv6 network protocols). Such transitions may require implementing the older and newer technologies simultaneously during the transition period and thus increase the number of access points to the system.",,,,x,x,,True,SC-07
SC,SC-07(04),EXTERNAL TELECOMMUNICATIONS SERVICES,"a.  Implement a managed interface for each external telecommunication service;
b.  Establish a traffic flow policy for each managed interface;
c.  Protect the confidentiality and integrity of the information being transmitted across each interface;
d.  Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need;
e.  Review exceptions to the traffic flow policy [Assignment: organization-defined frequency] and remove exceptions that are no longer supported by an explicit mission or business need;
f.  Prevent unauthorized exchange of control plane traffic with external networks;
g.  Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks; and
h.  Filter unauthorized control plane traffic from external networks.
","External telecommunications services can provide data and/or voice communications services. Examples of control plane traffic include Border Gateway Protocol (BGP) routing, Domain Name System (DNS), and management protocols. See SP 800-189 for additional information on the use of the resource public key infrastructure (RPKI) to protect BGP routes and detect unauthorized BGP announcements.","AC-03, SC-08, SC-20, SC-21, SC-22",,,x,x,,True,SC-07
SC,SC-07(05),DENY BY DEFAULT — ALLOW BY EXCEPTION,"Deny network communications traffic by default and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].
","Denying by default and allowing by exception applies to inbound and outbound network communications traffic. A deny-all, permit-by-exception network communications traffic policy ensures that only those system connections that are essential and approved are allowed. Deny by default, allow by exception also applies to a system that is connected to an external system.",,,,x,x,,True,SC-07
SC,SC-07(06),RESPONSE TO RECOGNIZED FAILURES,[Incorporated into SC-7(18)],,,,,,,,True,SC-07
SC,SC-07(07),SPLIT TUNNELING FOR REMOTE DEVICES,"Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using [Assignment: organization-defined safeguards].
","Split tunneling is the process of allowing a remote user or device to establish a non-remote connection with a system and simultaneously communicate via some other connection to a resource in an external network. This method of network access enables a user to access remote devices and simultaneously, access uncontrolled networks. Split tunneling might be desirable by remote users to communicate with local system resources, such as printers or file servers. However, split tunneling can facilitate unauthorized external connections, making the system vulnerable to attack and to exfiltration of organizational information. Split tunneling can be prevented by disabling configuration settings that allow such capability in remote devices and by preventing those configuration settings from being configurable by users. Prevention can also be achieved by the detection of split tunneling (or of configuration settings that allow split tunneling) in the remote device, and by prohibiting the connection if the remote device is using split tunneling. A virtual private network (VPN) can be used to securely provision a split tunnel. A securely provisioned VPN includes locking connectivity to exclusive, managed, and named environments, or to a specific set of pre-approved addresses, without user control.",,,,x,x,,True,SC-07
SC,SC-07(08),ROUTE TRAFFIC TO AUTHENTICATED PROXY SERVERS,"Route [Assignment: organization-defined internal communications traffic] to [Assignment: organization-defined external networks] through authenticated proxy servers at managed interfaces.
","External networks are networks outside of organizational control. A proxy server is a server (i.e., system or application) that acts as an intermediary for clients requesting system resources from non-organizational or other organizational servers. System resources that may be requested include files, connections, web pages, or services. Client requests established through a connection to a proxy server are assessed to manage complexity and provide additional protection by limiting direct connectivity. Web content filtering devices are one of the most common proxy servers that provide access to the Internet. Proxy servers can support the logging of Transmission Control Protocol sessions and the blocking of specific Uniform Resource Locators, Internet Protocol addresses, and domain names. Web proxies can be configured with organization-defined lists of authorized and unauthorized websites. Note that proxy servers may inhibit the use of virtual private networks (VPNs) and create the potential for man-in-the-middle attacks (depending on the implementation).",AC-03,,,x,x,,True,SC-07
SC,SC-07(09),RESTRICT THREATENING OUTGOING COMMUNICATIONS TRAFFIC,"a.  Detect and deny outgoing communications traffic posing a threat to external systems; and
b.  Audit the identity of internal users associated with denied communications.
","Detecting outgoing communications traffic from internal actions that may pose threats to external systems is known as extrusion detection. Extrusion detection is carried out within the system at managed interfaces. Extrusion detection includes the analysis of incoming and outgoing communications traffic while searching for indications of internal threats to the security of external systems. Internal threats to external systems include traffic indicative of denial-of-service attacks, traffic with spoofed source addresses, and traffic that contains malicious code. Organizations have criteria to determine, update, and manage identified threats related to extrusion detection.","AU-02, AU-06, SC-05, SC-38, SC-44, SI-03, SI-04",,,,,,True,SC-07
SC,SC-07(10),PREVENT EXFILTRATION,"a.  Prevent the exfiltration of information; and
b.  Conduct exfiltration tests [Assignment: organization-defined frequency].
","Prevention of exfiltration applies to both the intentional and unintentional exfiltration of information. Techniques used to prevent the exfiltration of information from systems may be implemented at internal endpoints, external boundaries, and across managed interfaces and include adherence to protocol formats, monitoring for beaconing activity from systems, disconnecting external network interfaces except when explicitly needed, employing traffic profile analysis to detect deviations from the volume and types of traffic expected, call backs to command and control centers, conducting penetration testing, monitoring for steganography, disassembling and reassembling packet headers, and using data loss and data leakage prevention tools. Devices that enforce strict adherence to protocol formats include deep packet inspection firewalls and Extensible Markup Language (XML) gateways. The devices verify adherence to protocol formats and specifications at the application layer and identify vulnerabilities that cannot be detected by devices that operate at the network or transport layers. The prevention of exfiltration is similar to data loss prevention or data leakage prevention and is closely associated with cross-domain solutions and system guards that enforce information flow requirements.","AC-02, CA-08, SI-03",,,,,,True,SC-07
SC,SC-07(11),RESTRICT INCOMING COMMUNICATIONS TRAFFIC,"Only allow incoming communications from [Assignment: organization-defined authorized sources] to be routed to [Assignment: organization-defined authorized destinations].
","General source address validation techniques are applied to restrict the use of illegal and unallocated source addresses as well as source addresses that should only be used within the system. The restriction of incoming communications traffic provides determinations that source and destination address pairs represent authorized or allowed communications. Determinations can be based on several factors, including the presence of such address pairs in the lists of authorized or allowed communications, the absence of such address pairs in lists of unauthorized or disallowed pairs, or meeting more general rules for authorized or allowed source and destination pairs. Strong authentication of network addresses is not possible without the use of explicit security protocols, and thus, addresses can often be spoofed. Further, identity-based incoming traffic restriction methods can be employed, including router access control lists and firewall rules.",AC-03,,,,,,True,SC-07
SC,SC-07(12),HOST-BASED PROTECTION,"Implement [Assignment: organization-defined host-based boundary protection mechanisms] at [Assignment: organization-defined system components].
","Host-based boundary protection mechanisms include host-based firewalls. System components that employ host-based boundary protection mechanisms include servers, workstations, notebook computers, and mobile devices.",,,,,,,True,SC-07
SC,SC-07(13),"ISOLATION OF SECURITY TOOLS, MECHANISMS, AND SUPPORT COMPONENTS","Isolate [Assignment: organization-defined information security tools, mechanisms, and support components] from other internal system components by implementing physically separate subnetworks with managed interfaces to other components of the system.
",Physically separate subnetworks with managed interfaces are useful in isolating computer network defenses from critical operational processing networks to prevent adversaries from discovering the analysis and forensics techniques employed by organizations.,"SC-02, SC-03",,,,,,True,SC-07
SC,SC-07(14),PROTECT AGAINST UNAUTHORIZED PHYSICAL CONNECTIONS,"Protect against unauthorized physical connections at [Assignment: organization-defined managed interfaces].
","Systems that operate at different security categories or classification levels may share common physical and environmental controls, since the systems may share space within the same facilities. In practice, it is possible that these separate systems may share common equipment rooms, wiring closets, and cable distribution paths. Protection against unauthorized physical connections can be achieved by using clearly identified and physically separated cable trays, connection frames, and patch panels for each side of managed interfaces with physical access controls that enforce limited authorized access to these items.","PE-04, PE-19",,,,,,True,SC-07
SC,SC-07(15),NETWORKED PRIVILEGED ACCESSES,"Route networked, privileged accesses through a dedicated, managed interface for purposes of access control and auditing.
","Privileged access provides greater accessibility to system functions, including security functions. Adversaries attempt to gain privileged access to systems through remote access to cause adverse mission or business impacts, such as by exfiltrating information or bringing down a critical system capability. Routing networked, privileged access requests through a dedicated, managed interface further restricts privileged access for increased access control and auditing.","AC-02, AC-03, AU-02, SI-04",,,,,,True,SC-07
SC,SC-07(16),PREVENT DISCOVERY OF SYSTEM COMPONENTS,"Prevent the discovery of specific system components that represent a managed interface.
","Preventing the discovery of system components representing a managed interface helps protect network addresses of those components from discovery through common tools and techniques used to identify devices on networks. Network addresses are not available for discovery and require prior knowledge for access. Preventing the discovery of components and devices can be accomplished by not publishing network addresses, using network address translation, or not entering the addresses in domain name systems. Another prevention technique is to periodically change network addresses.",,,,,,,True,SC-07
SC,SC-07(17),AUTOMATED ENFORCEMENT OF PROTOCOL FORMATS,"Enforce adherence to protocol formats.
",System components that enforce protocol formats include deep packet inspection firewalls and XML gateways. The components verify adherence to protocol formats and specifications at the application layer and identify vulnerabilities that cannot be detected by devices operating at the network or transport layers.,SC-04,,,,,,True,SC-07
SC,SC-07(18),FAIL SECURE,"Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.
","Fail secure is a condition achieved by employing mechanisms to ensure that in the event of operational failures of boundary protection devices at managed interfaces, systems do not enter into unsecure states where intended security properties no longer hold. Managed interfaces include routers, firewalls, and application gateways that reside on protected subnetworks (commonly referred to as demilitarized zones). Failures of boundary protection devices cannot lead to or cause information external to the devices to enter the devices nor can failures permit unauthorized information releases.","CP-02, CP-12, SC-24",,,,x,,True,SC-07
SC,SC-07(19),BLOCK COMMUNICATION FROM NON-ORGANIZATIONALLY CONFIGURED HOSTS,"Block inbound and outbound communications traffic between [Assignment: organization-defined communication clients] that are independently configured by end users and external service providers.
",Communication clients independently configured by end users and external service providers include instant messaging clients and video conferencing software and applications. Traffic blocking does not apply to communication clients that are configured by organizations to perform authorized functions.,,,,,,,True,SC-07
SC,SC-07(20),DYNAMIC ISOLATION AND SEGREGATION,"Provide the capability to dynamically isolate [Assignment: organization-defined system components] from other system components.
",The capability to dynamically isolate certain internal system components is useful when it is necessary to partition or separate system components of questionable origin from components that possess greater trustworthiness. Component isolation reduces the attack surface of organizational systems. Isolating selected system components can also limit the damage from successful attacks when such attacks occur.,,,,,,,True,SC-07
SC,SC-07(21),ISOLATION OF SYSTEM COMPONENTS,"Employ boundary protection mechanisms to isolate [Assignment: organization-defined system components] supporting [Assignment: organization-defined missions and/or business functions].
","Organizations can isolate system components that perform different mission or business functions. Such isolation limits unauthorized information flows among system components and provides the opportunity to deploy greater levels of protection for selected system components. Isolating system components with boundary protection mechanisms provides the capability for increased protection of individual system components and to more effectively control information flows between those components. Isolating system components provides enhanced protection that limits the potential harm from hostile cyber-attacks and errors. The degree of isolation varies depending upon the mechanisms chosen. Boundary protection mechanisms include routers, gateways, and firewalls that separate system components into physically separate networks or subnetworks; cross-domain devices that separate subnetworks; virtualization techniques; and the encryption of information flows among system components using distinct encryption keys.",CA-09,,,,x,,True,SC-07
SC,SC-07(22),SEPARATE SUBNETS FOR CONNECTING TO DIFFERENT SECURITY DOMAINS,"Implement separate network addresses to connect to systems in different security domains.
","The decomposition of systems into subnetworks (i.e., subnets) helps to provide the appropriate level of protection for network connections to different security domains that contain information with different security categories or classification levels.",,,,,,,True,SC-07
SC,SC-07(23),DISABLE SENDER FEEDBACK ON PROTOCOL VALIDATION FAILURE,"Disable feedback to senders on protocol format validation failure.
",Disabling feedback to senders when there is a failure in protocol validation format prevents adversaries from obtaining information that would otherwise be unavailable.,,,,,,,True,SC-07
SC,SC-07(24),PERSONALLY IDENTIFIABLE INFORMATION,"For systems that process personally identifiable information:
a.  Apply the following processing rules to data elements of personally identifiable information: [Assignment: organization-defined processing rules];
b.  Monitor for permitted processing at the external interfaces to the system and at key internal boundaries within the system;
c.  Document each processing exception; and
d.  Review and remove exceptions that are no longer supported.
","Managing the processing of personally identifiable information is an important aspect of protecting an individual’s privacy. Applying, monitoring for, and documenting exceptions to processing rules ensure that personally identifiable information is processed only in accordance with established privacy requirements.","PT-02, SI-15",x,,,,,True,SC-07
SC,SC-07(25),UNCLASSIFIED NATIONAL SECURITY SYSTEM CONNECTIONS,"Prohibit the direct connection of [Assignment: organization-defined unclassified national security system] to an external network without the use of [Assignment: organization-defined boundary protection device].
","A direct connection is a dedicated physical or virtual connection between two or more systems. Organizations typically do not have complete control over external networks, including the Internet. Boundary protection devices (e.g., firewalls, gateways, and routers) mediate communications and information flows between unclassified national security systems and external networks.",,,,,,,True,SC-07
SC,SC-07(26),CLASSIFIED NATIONAL SECURITY SYSTEM CONNECTIONS,"Prohibit the direct connection of a classified national security system to an external network without the use of [Assignment: organization-defined boundary protection device].
","A direct connection is a dedicated physical or virtual connection between two or more systems. Organizations typically do not have complete control over external networks, including the Internet. Boundary protection devices (e.g., firewalls, gateways, and routers) mediate communications and information flows between classified national security systems and external networks. In addition, approved boundary protection devices (typically managed interface or cross-domain systems) provide information flow enforcement from systems to external networks.",,,,,,,True,SC-07
SC,SC-07(27),UNCLASSIFIED NON-NATIONAL SECURITY SYSTEM CONNECTIONS,"Prohibit the direct connection of [Assignment: organization-defined unclassified non-national security system] to an external network without the use of [Assignment: organization-defined boundary protection device].
","A direct connection is a dedicated physical or virtual connection between two or more systems. Organizations typically do not have complete control over external networks, including the Internet. Boundary protection devices (e.g., firewalls, gateways, and routers) mediate communications and information flows between unclassified non-national security systems and external networks.",,,,,,,True,SC-07
SC,SC-07(28),CONNECTIONS TO PUBLIC NETWORKS,"Prohibit the direct connection of [Assignment: organization-defined system] to a public network.
","A direct connection is a dedicated physical or virtual connection between two or more systems. A public network is a network accessible to the public, including the Internet and organizational extranets with public access.",,,,,,,True,SC-07
SC,SC-07(29),SEPARATE SUBNETS TO ISOLATE FUNCTIONS,"Implement [Selection (one): physically; logically] separate subnetworks to isolate the following critical system components and functions: [Assignment: organization-defined critical system components and functions].
","Separating critical system components and functions from other noncritical system components and functions through separate subnetworks may be necessary to reduce susceptibility to a catastrophic or debilitating breach or compromise that results in system failure. For example, physically separating the command and control function from the in-flight entertainment function through separate subnetworks in a commercial aircraft provides an increased level of assurance in the trustworthiness of critical system functions.",,,,,,,True,SC-07
SC,SC-08,TRANSMISSION CONFIDENTIALITY AND INTEGRITY,"Protect the [Selection (one or more): confidentiality; integrity] of transmitted information.
","Protecting the confidentiality and integrity of transmitted information applies to internal and external networks as well as any system components that can transmit information, including servers, notebook computers, desktop computers, mobile devices, printers, copiers, scanners, facsimile machines, and radios. Unprotected communication paths are exposed to the possibility of interception and modification. Protecting the confidentiality and integrity of information can be accomplished by physical or logical means. Physical protection can be achieved by using protected distribution systems. A protected distribution system is a wireline or fiber-optics telecommunications system that includes terminals and adequate electromagnetic, acoustical, electrical, and physical controls to permit its use for the unencrypted transmission of classified information. Logical protection can be achieved by employing encryption techniques.Organizations that rely on commercial providers who offer transmission services as commodity services rather than as fully dedicated services may find it difficult to obtain the necessary assurances regarding the implementation of needed controls for transmission confidentiality and integrity. In such situations, organizations determine what types of confidentiality or integrity services are available in standard, commercial telecommunications service packages. If it is not feasible to obtain the necessary controls and assurances of control effectiveness through appropriate contracting vehicles, organizations can implement appropriate compensating controls. ","AC-17, AC-18, AU-10, IA-03, IA-08, IA-09, MA-04, PE-04, SA-04, SA-08, SC-07, SC-16, SC-20, SC-23, SC-28",,,x,x,"FIPS 140-3: National Institute of Standards and Technology (2019) Security Requirements for Cryptographic Modules. (U.S. Department of Commerce, Washington, D.C.), Federal Information Processing Standards Publication (FIPS) 140-3. ",False,SC-08
SC,SC-08(01),CRYPTOGRAPHIC PROTECTION,"Implement cryptographic mechanisms to [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information] during transmission.
","Encryption protects information from unauthorized disclosure and modification during transmission. Cryptographic mechanisms that protect the confidentiality and integrity of information during transmission include TLS and IPSec. Cryptographic mechanisms used to protect information integrity include cryptographic hash functions that have applications in digital signatures, checksums, and message authentication codes.","SC-12, SC-13",,,x,x,,True,SC-08
SC,SC-08(02),PRE- AND POST-TRANSMISSION HANDLING,"Maintain the [Selection (one or more): confidentiality; integrity] of information during preparation for transmission and during reception.
","Information can be unintentionally or maliciously disclosed or modified during preparation for transmission or during reception, including during aggregation, at protocol transformation points, and during packing and unpacking. Such unauthorized disclosures or modifications compromise the confidentiality or integrity of the information.",,,,,,,True,SC-08
SC,SC-08(03),CRYPTOGRAPHIC PROTECTION FOR MESSAGE EXTERNALS,"Implement cryptographic mechanisms to protect message externals unless otherwise protected by [Assignment: organization-defined alternative physical controls].
","Cryptographic protection for message externals addresses protection from the unauthorized disclosure of information. Message externals include message headers and routing information. Cryptographic protection prevents the exploitation of message externals and applies to internal and external networks or links that may be visible to individuals who are not authorized users. Header and routing information is sometimes transmitted in clear text (i.e., unencrypted) because the information is not identified by organizations as having significant value or because encrypting the information can result in lower network performance or higher costs. Alternative physical controls include protected distribution systems.","SC-12, SC-13",,,,,,True,SC-08
SC,SC-08(04),CONCEAL OR RANDOMIZE COMMUNICATIONS,"Implement cryptographic mechanisms to conceal or randomize communication patterns unless otherwise protected by [Assignment: organization-defined alternative physical controls].
","Concealing or randomizing communication patterns addresses protection from unauthorized disclosure of information. Communication patterns include frequency, periods, predictability, and amount. Changes to communications patterns can reveal information with intelligence value, especially when combined with other available information related to the mission and business functions of the organization. Concealing or randomizing communications prevents the derivation of intelligence based on communications patterns and applies to both internal and external networks or links that may be visible to individuals who are not authorized users. Encrypting the links and transmitting in continuous, fixed, or random patterns prevents the derivation of intelligence from the system communications patterns. Alternative physical controls include protected distribution systems.","SC-12, SC-13",,,,,,True,SC-08
SC,SC-08(05),PROTECTED DISTRIBUTION SYSTEM,"Implement [Assignment: organization-defined protected distribution system] to [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information] during transmission.
","The purpose of a protected distribution system is to deter, detect, and/or make difficult physical access to the communication lines that carry national security information.",,,,,,,True,SC-08
SC,SC-09,TRANSMISSION CONFIDENTIALITY,[Incorporated into SC-8],,,,,,,,False,SC-09
SC,SC-10,NETWORK DISCONNECT,"Terminate the network connection associated with a communications session at the end of the session or after [Assignment: organization-defined time period] of inactivity.
",Network disconnect applies to internal and external networks. Terminating network connections associated with specific communications sessions includes de-allocating TCP/IP address or port pairs at the operating system level and de-allocating the networking assignments at the application level if multiple application sessions are using a single operating system-level network connection. Periods of inactivity may be established by organizations and include time periods by type of network access or for specific network accesses.,"AC-17, SC-23",,,x,x,,False,SC-10
SC,SC-11,TRUSTED PATH,"a.  Provide a [Selection (one): physically; logically] isolated trusted communications path for communications between the user and the trusted components of the system; and
b.  Permit users to invoke the trusted communications path for communications between the user and the following security functions of the system, including at a minimum, authentication and re-authentication: [Assignment: organization-defined security functions].
","Trusted paths are mechanisms by which users can communicate (using input devices such as keyboards) directly with the security functions of systems with the requisite assurance to support security policies. Trusted path mechanisms can only be activated by users or the security functions of organizational systems. User responses that occur via trusted paths are protected from modification by and disclosure to untrusted applications. Organizations employ trusted paths for trustworthy, high-assurance connections between security functions of systems and users, including during system logons. The original implementations of trusted paths employed an out-of-band signal to initiate the path, such as using the &lt;BREAK&gt; key, which does not transmit characters that can be spoofed. In later implementations, a key combination that could not be hijacked was used (e.g., the &lt;CTRL&gt; + &lt;ALT&gt; + &lt;DEL&gt; keys). Such key combinations, however, are platform-specific and may not provide a trusted path implementation in every case. The enforcement of trusted communications paths is provided by a specific implementation that meets the reference monitor concept.","AC-16, AC-25, SC-12, SC-23",,,,,"OMB A-130: Office of Management and Budget Memorandum Circular A-130, Managing Information as a Strategic Resource, July 2016.",False,SC-11
SC,SC-11(01),IRREFUTABLE COMMUNICATIONS PATH,"a.  Provide a trusted communications path that is irrefutably distinguishable from other communications paths; and
b.  Initiate the trusted communications path for communications between the [Assignment: organization-defined security functions] of the system and the user.
","An irrefutable communications path permits the system to initiate a trusted path, which necessitates that the user can unmistakably recognize the source of the communication as a trusted system component. For example, the trusted path may appear in an area of the display that other applications cannot access or be based on the presence of an identifier that cannot be spoofed.",,,,,,,True,SC-11
SC,SC-12,CRYPTOGRAPHIC KEY ESTABLISHMENT AND MANAGEMENT,"Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: [Assignment: organization-defined requirements for key generation, distribution, storage, access, and destruction].
","Cryptographic key management and establishment can be performed using manual procedures or automated mechanisms with supporting manual procedures. Organizations define key management requirements in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines and specify appropriate options, parameters, and levels. Organizations manage trust stores to ensure that only approved trust anchors are part of such trust stores. This includes certificates with visibility external to organizational systems and certificates related to the internal operations of systems. NIST CMVP and NIST CAVP provide additional information on validated cryptographic modules and algorithms that can be used in cryptographic key management and establishment.","AC-17, AU-09, AU-10, CM-03, IA-03, IA-07, IA-13, SA-04, SA-08, SA-09, SC-08, SC-11, SC-13, SC-17, SC-20, SC-37, SC-40, SI-03, SI-07",,x,x,x,"FIPS 140-3: National Institute of Standards and Technology (2019) Security Requirements for Cryptographic Modules. (U.S. Department of Commerce, Washington, D.C.), Federal Information Processing Standards Publication (FIPS) 140-3. ",False,SC-12
SC,SC-12(01),AVAILABILITY,"Maintain availability of information in the event of the loss of cryptographic keys by users.
",Escrowing of encryption keys is a common practice for ensuring availability in the event of key loss. A forgotten passphrase is an example of losing a cryptographic key.,,,,,x,,True,SC-12
SC,SC-12(02),SYMMETRIC KEYS,"Produce, control, and distribute symmetric cryptographic keys using [Selection (one): NIST FIPS-validated; NSA-approved] key management technology and processes.
","SP 800-56A, SP 800-56B, and SP 800-56C provide guidance on cryptographic key establishment schemes and key derivation methods. SP 800-57-1, SP 800-57-2, and SP 800-57-3 provide guidance on cryptographic key management.",,,,,,,True,SC-12
SC,SC-12(03),ASYMMETRIC KEYS,"Produce, control, and distribute asymmetric cryptographic keys using [Selection (one): NSA-approved key management technology and processes; prepositioned keying material; DoD-approved or DoD-issued Medium Assurance PKI certificates; DoD-approved or DoD-issued Medium Hardware Assurance PKI certificates and hardware security tokens that protect the user’s private key; certificates issued in accordance with organization-defined requirements].
","SP 800-56A, SP 800-56B, and SP 800-56C provide guidance on cryptographic key establishment schemes and key derivation methods. SP 800-57-1, SP 800-57-2, and SP 800-57-3 provide guidance on cryptographic key management.",,,,,,,True,SC-12
SC,SC-12(04),PKI CERTIFICATES,[Incorporated into SC-12(3)],,,,,,,,True,SC-12
SC,SC-12(05),PKI CERTIFICATES / HARDWARE TOKENS,[Incorporated into SC-12(3)],,,,,,,,True,SC-12
SC,SC-12(06),PHYSICAL CONTROL OF KEYS,"Maintain physical control of cryptographic keys when stored information is encrypted by external service providers.
","For organizations that use external service providers (e.g., cloud service or data center providers), physical control of cryptographic keys provides additional assurance that information stored by such external providers is not subject to unauthorized disclosure or modification.",,,,,,,True,SC-12
